Transaction_ID,Sender,Receiver,Amount,Timestamp,Is_Fraud
f9fb0b21-66f,d641314d,a1042011,357.9,2024-08-24 03:54:36,False
f84b0dff-7ae,22217c2e,fd318a9c,1450.16,2024-12-18 21:53:41,True
9784952c-fb6,5ee2df3b,87fd5a70,2279.62,2024-05-22 16:31:41,False
b18a9053-634,a409b2a2,9388d1aa,3790.32,2024-10-25 07:44:05,False
49d5730d-703,457db6b8,c3ba2843,3930.36,2024-11-16 14:17:45,False
7b55555b-617,131ac7f0,bb5de626,4508.38,2024-04-04 15:21:04,False
e52c39f0-75c,faac7328,00014d73,4277.03,2024-07-17 08:49:27,False
fc62ff35-1c3,73098f3c,510aa16c,264.63,2024-07-31 20:13:40,False
e0bcab69-bbb,08d6a340,09131d0f,4262.36,2024-12-22 01:47:18,False
dab7a9e3-660,4fe0c3a2,f6717d43,1474.16,2024-02-27 18:01:21,False
f89cf245-7af,b303ab64,53bab971,992.9,2024-11-02 19:43:11,False
3afcea2a-896,3b824fe0,6342b0bf,825.24,2024-06-27 19:37:17,False
d7f33b45-21d,ab025169,a6a2ba20,1071.53,2024-03-24 06:31:22,False
32c1b03f-ad2,77945531,588d59ee,3243.54,2024-11-28 15:46:12,False
e5f0c716-073,4fd7676a,73e05369,3933.56,2024-04-17 23:34:14,False
a4db24aa-18f,b69160ca,bfb1eaf7,1288.91,2024-09-05 13:35:04,False
7627223a-2f9,30bca165,a1135435,3293.02,2024-01-12 01:11:48,False
867b5ca1-577,744746c8,9b3590bd,4994.96,2024-08-24 06:38:28,False
eeecc8ec-aec,0610f73b,4fe0c3a2,3383.4,2024-03-13 14:59:03,False
d54813c9-a85,8e6cdb4d,ab30eee2,3089.89,2024-05-13 13:57:07,False
08f681de-ec6,1ac67c0a,6bd465db,13.69,2024-09-22 08:19:45,False
9c47d82b-81e,d04e13d1,f9c6b69f,3555.25,2024-10-09 01:29:27,False
7392299e-36b,0fb782c6,4c2a6565,53.61,2024-10-07 01:08:30,False
229c12e0-a88,63046ebb,4c2a1750,4792.42,2024-05-20 11:35:03,False
fc77e3f8-12a,ebe599cd,575ec3f7,2649.62,2024-03-17 23:21:29,False
99acb2f3-102,5c37c14b,b5717d70,224.04,2024-07-04 02:38:04,False
8538b787-b72,b393486c,3dcdbfe7,4109.03,2024-08-02 10:24:58,False
e002c7de-562,bda321f6,6df2df53,1703.23,2024-03-07 21:02:15,False
383c5f9c-a34,7b11c237,3dcdbfe7,2474.79,2024-03-08 06:42:26,False
bd649981-72c,3ccf696d,7ebb2a03,3836.06,2024-06-22 12:02:47,False
2e94aca7-fab,5c67d438,c385059b,3187.56,2024-01-11 04:28:47,False
8ae44b73-670,935adc89,9c7943ea,2725.99,2024-02-03 19:10:40,False
79182995-270,e294dbd3,fdb7737a,2869.01,2024-07-07 17:24:32,False
b05b6251-2b2,be5ef466,6f0370c6,486.31,2024-02-22 18:28:11,False
423d87df-4a8,77945531,729ede76,2784.13,2024-06-23 07:09:15,False
8eb97706-c1f,98ee8da8,88e7192c,2277.56,2024-09-22 04:26:45,False
87f41106-25c,382d866a,7c01c3cc,3692.63,2024-10-19 15:28:51,False
3cbdc299-f87,5e390c9b,7aca36ce,2508.14,2024-12-09 18:15:28,False
4a478938-823,a261626c,ef36ea64,2172.57,2024-07-16 04:10:35,False
48fcd7c3-5e3,9ae84c45,e813d41b,4142.28,2024-08-01 11:21:58,False
e1f2854d-346,d641314d,5e13a6ca,4736.14,2024-09-13 03:12:00,False
ab41161a-9f3,234b3e8c,b6cca1b7,4541.04,2024-04-30 11:39:26,False
cb99fee6-457,f66f2c7e,56a159bc,4748.18,2024-06-30 08:13:26,False
dbd59f47-99a,382d866a,c3acbb0e,3823.09,2024-05-14 20:40:52,False
f9a79f0c-310,9bc4e5b4,018b5e62,4185.35,2024-11-13 02:36:39,False
d0c424a4-8ab,be5ef466,ee35ff64,3880.21,2024-01-10 01:05:09,False
4c09d7a4-4ee,3098697d,87dc7fd7,4676.71,2024-07-22 08:51:49,False
6f4933de-f39,30bca165,d166408c,4428.49,2024-04-28 00:40:34,False
a5f5a92a-912,a6a2ba20,b5b970fc,2002.73,2024-03-18 01:16:34,False
3bd027fb-46c,27bf96bf,3c3f4fea,2468.22,2024-01-05 09:34:11,False
4117d00f-4e6,4c2a1750,f232646c,2992.65,2024-12-03 19:01:20,False
5ff3d50c-96b,07576917,00014d73,2662.54,2024-05-03 06:54:53,False
817043ab-e7f,c9287c70,e294dbd3,1176.66,2024-02-09 16:54:35,False
84eac0b8-e78,931895e8,6c3a6a56,4402.1,2024-05-02 01:17:10,False
3ec8844e-70d,03335005,94384e3d,1005.8,2024-10-05 00:28:15,False
cd9d5336-21b,f3c20865,911af7a5,3639.36,2024-12-22 23:18:32,False
0517ca57-cba,4e0679b1,457db6b8,648.07,2024-09-29 04:45:15,False
95e322f9-e4c,03709857,7d4a065e,3564.75,2024-05-18 04:14:05,False
be8fa6c7-f1c,99f07218,51083c87,4800.21,2024-11-19 17:15:41,False
46c63c8d-cd9,fd583b2b,37b7846b,2080.47,2024-10-08 07:45:43,False
38d4a8bb-1e3,2e286662,46cc0f50,4807.54,2024-01-04 16:20:31,False
754e7fc6-a78,911af7a5,4156c518,1963.22,2024-12-10 15:55:28,False
a0b3ea79-384,61e98ca7,588d59ee,4408.8,2024-09-06 03:48:00,False
8637b403-bd4,7ebb2a03,0dea2766,127.3,2024-07-17 23:57:55,False
093f76f6-76c,b5717d70,fef76575,2512.8,2024-04-19 17:36:27,False
102b0da9-035,53bab971,4e0679b1,573.31,2024-09-19 20:12:01,False
5a3d7a4f-6fa,25741254,8fd38bd7,17.31,2024-07-21 22:48:55,False
739c3557-2e1,455acd70,5b0ad002,4043.15,2024-11-11 17:03:16,False
fef8d85a-624,f232646c,a015b90d,3758.08,2024-09-24 13:12:04,False
7bd74854-21a,7f09442d,4cf14a37,1328.85,2024-03-23 21:29:18,False
7779c1d8-3cc,bfb1eaf7,420d691e,2565.5,2024-03-30 02:57:26,False
d7350ac6-823,d641314d,b519106a,4525.36,2024-07-01 18:13:38,False
99df04d0-e51,e144cac6,2f68105b,4741.85,2024-03-03 19:05:04,False
e0e31c70-599,10ed2abe,b0693b63,2751.78,2024-09-29 14:59:59,False
f5f8209f-904,913d7c8d,348bd24a,4867.4,2024-11-12 16:22:45,False
9a3af009-a44,2d1fc821,a015b90d,208.3,2024-10-09 11:57:10,False
1a1ecc21-5fb,4fd7676a,5fe4fb0e,2956.28,2024-09-15 13:20:05,False
a23f3a7a-946,c792b678,911af7a5,4565.74,2024-03-13 20:46:42,False
3cee072b-a64,5c7ff516,6d5cfb83,3127.99,2024-11-12 09:53:28,True
67699a4b-53e,22217c2e,6c3a6a56,2500.61,2024-02-08 03:42:01,True
7f826c05-e0b,f434bb3a,ebe599cd,2958.24,2024-06-10 21:02:45,False
8fecc9ea-07d,b5717d70,38f2b430,1859.94,2024-12-22 17:37:22,False
3de3a093-791,0b87db25,5c37c14b,2338.79,2024-04-01 14:17:33,False
a9a4659f-7f2,afc8e22d,56a159bc,2187.5,2024-04-08 04:38:52,False
d1029df8-e1a,d00cc419,5c7ff516,645.41,2024-11-30 17:08:49,True
e995bdeb-83d,7d4a065e,c385059b,240.96,2024-04-08 16:37:04,False
5a670499-66f,0fb782c6,231d2e9f,3378.33,2024-05-27 18:03:55,False
23e304e0-a4d,3c1324d9,aca52ddb,1077.6,2024-08-24 17:04:16,False
233a3380-08f,03709857,8c4df970,1739.46,2024-05-25 09:21:41,False
4c81cd18-7db,947d4bef,5ee2df3b,2540.54,2024-07-03 12:08:13,False
381ebbda-572,b29fe011,1b1a4673,64.9,2024-04-03 08:38:43,False
2dff399f-278,c0d83ff3,2d433234,4775.57,2024-08-23 11:57:35,False
4f21823b-427,ef1ec95f,d7bc3d4b,4846.94,2024-04-16 21:58:28,False
dedb6bd8-90e,99f07218,416787c1,219.69,2024-11-10 03:26:29,False
cbb906df-288,60f7a123,03335005,3619.67,2024-04-01 11:58:36,False
125f5b36-ace,5b0ad002,2e03c91c,2377.72,2024-08-03 12:18:35,False
cb141820-00c,4b756f04,efd92d33,1275.5,2024-09-27 04:43:46,False
170d482b-ee7,3c5a238c,4c79e809,4270.35,2024-02-17 17:04:21,False
85fff6ac-6fb,b69160ca,a015b90d,3067.89,2024-02-05 02:06:26,False
2f98a49a-16f,34a60a6e,656c9869,3455.98,2024-11-29 17:26:10,True
090859f2-385,ebe599cd,4156c518,4926.74,2024-10-12 19:44:33,False
bea86cd8-2c6,2ce28e99,16f030e5,410.3,2024-07-16 04:20:37,False
66043baf-5bf,5abc0d83,75deca2b,3294.74,2024-10-13 20:09:16,False
d314f963-cef,0cfe0290,628dfbd6,1121.95,2024-11-11 23:48:42,False
063f2646-02d,d7720619,1c9f18d0,1001.87,2024-04-21 17:04:23,False
29002eab-4c2,7dbfcd9e,8c4df970,970.81,2024-03-29 15:16:48,False
fccac3ad-475,030585ac,b5e4b439,3796.4,2024-06-16 11:40:08,False
b5518bc6-4bf,429e66ba,17148140,4489.25,2024-01-14 09:34:42,False
2aee0754-b7e,62de5b5a,c98f6fbb,828.66,2024-11-06 07:47:07,False
9a6b96b0-12c,588d59ee,a73fa5f6,3273.13,2024-06-26 18:24:20,False
35d17f18-13d,c9287c70,4c2a1750,1195.76,2024-04-07 09:33:41,False
e9e7fdd2-ff7,bb5de626,849d13c7,3695.19,2024-07-04 06:05:43,False
594a6dcf-b1c,a35988c9,b69160ca,4553.54,2024-05-11 12:03:35,False
fbf02961-14c,1006bed0,ec7bb73f,1564.39,2024-03-03 14:06:30,False
5085d0f5-ee3,8ef32eff,4bd57d53,3946.15,2024-04-13 08:13:28,False
ba3642d1-071,7dbfcd9e,8c57c3ce,4596.22,2024-08-23 12:55:45,False
0d30192f-754,565dc802,1c9f18d0,4774.29,2024-10-28 16:11:24,False
e229574f-18f,913d7c8d,97c9122a,1479.16,2024-06-15 20:02:44,False
e49a6d99-6a4,73e05369,471e2a26,4698.24,2024-11-21 05:40:46,False
b45bd48e-9e6,61e98ca7,7ea3612e,3240.74,2024-07-15 22:02:58,False
7184d2ca-b14,3c3b72f2,f6f9dbaf,2615.4,2024-06-08 09:28:21,False
0d75b344-c69,4e0679b1,4cb4fb02,515.79,2024-06-07 10:42:25,False
ba5bf089-b5b,ef36ea64,0fb782c6,2889.81,2024-06-12 14:03:11,False
9a91f323-2d1,0fb782c6,7d4c5498,1381.03,2024-11-05 18:37:21,False
e181a475-5fd,d6d4fed8,3c3b72f2,2338.13,2024-09-22 06:27:07,False
8a98546f-a16,aa2ec431,8430de71,333.9,2024-01-24 09:05:44,False
5719b9bf-842,b0693b63,ef51dbf7,4447.09,2024-03-28 02:18:48,False
e036436f-e26,be5ef466,8ed7aafa,3148.21,2024-01-17 08:58:37,False
6245586f-7c1,3b8af38d,9da16478,1626.7,2024-11-10 18:23:11,False
c1350420-16f,43192d4a,1b1a4673,3181.67,2024-02-22 05:49:50,False
6a2f4162-d54,94384e3d,5f56db27,4227.8,2024-09-06 08:16:36,False
5a12e775-65f,82e7641c,03709857,4623.7,2024-04-24 21:31:20,False
01948d67-95b,2d433234,37b7846b,2083.64,2024-06-06 23:35:10,False
beea3c29-0ef,e813d41b,8fd38bd7,2940.56,2024-11-13 22:53:11,False
1521178a-e51,2d433234,8e6cdb4d,227.75,2024-05-02 04:44:48,False
1244918e-a47,1da69959,9c3b1ce4,4887.17,2024-04-22 05:48:40,False
70a719cf-29c,87dc7fd7,68d9b84a,1257.16,2024-11-13 01:58:59,False
a4d1a778-87f,cae60d13,d7720619,4050.81,2024-09-04 16:01:49,False
fc250093-99a,fcd0f186,43192d4a,399.24,2024-03-10 11:04:55,False
873fc9c7-df9,97c9122a,6f761f68,2878.42,2024-08-22 21:22:25,False
85342fbc-792,202c3860,5e13a6ca,1982.89,2024-12-21 01:12:51,False
f5d93fac-5dd,8ef32eff,872c0d18,3420.45,2024-06-05 10:25:45,False
f2369dd0-c67,f6f9dbaf,82c783b8,4637.43,2024-04-24 22:24:02,False
0eee7dc1-0e4,36d65ebc,d04e13d1,1118.71,2024-10-20 12:02:34,False
3d657f71-e23,00014d73,543da4ca,4479.35,2024-06-07 04:17:17,False
f39dccd5-aaa,98e6a3ad,f846f206,2854.32,2024-12-13 02:35:57,False
caa6091d-287,47078462,656c9869,4767.0,2024-05-10 02:21:33,False
59738037-77d,9bc4e5b4,3c5a238c,3766.6,2024-10-04 12:53:07,False
8adfa3d6-820,2e286662,0fdd759c,3060.6,2024-03-05 17:43:53,False
679f8d59-056,b69333cb,75cfe379,4079.81,2024-02-11 15:50:55,False
d361cf6a-eba,f6f9dbaf,619f0f4a,1716.8,2024-07-05 07:23:06,False
9525f9d7-812,b4bb2dbb,f75bcb91,4486.47,2024-02-27 03:04:26,False
3eb4a639-9a2,e813d41b,f530678c,1434.17,2024-04-08 06:08:28,False
acf24b31-75f,5f56db27,a5e9017d,3523.55,2024-01-31 03:25:23,True
bff0efe5-59c,0f749205,254b8daf,1575.62,2024-09-22 04:52:15,False
95b7b092-b54,6bd465db,fd583b2b,4280.34,2024-03-27 12:08:40,False
1a631e74-9dd,d7720619,ea61113a,2544.39,2024-11-30 16:05:50,False
a0da40e6-95c,2a47503d,ef29439b,2108.16,2024-05-11 23:22:12,False
2c0d20e6-c64,c0d83ff3,90487f89,1819.02,2024-06-30 14:25:22,False
1e875335-cf3,16f030e5,a015b90d,99.84,2024-05-15 22:17:01,False
d8b60e11-719,2d433234,d8a6ffae,372.04,2024-05-08 17:07:08,False
12a3b1ba-e0b,03335005,d00cc419,1898.88,2024-03-31 05:37:59,False
bfb8be5d-6b7,82555a8b,73098f3c,2365.6,2024-07-14 01:24:05,False
ce858f89-4bf,9c7943ea,ddf7d8b8,4796.37,2024-04-06 17:42:45,False
a64e770e-7e6,411c956a,b3ce5312,3909.26,2024-10-24 07:52:15,False
33ebf6ff-7a0,39924a64,4b756f04,3444.37,2024-07-23 22:34:47,False
c48f7ce8-009,4c79e809,25741254,420.88,2024-02-14 08:22:42,False
4d1fc31e-96b,d72498e7,320af6dc,4506.0,2024-08-07 02:02:46,False
7d4778d2-74a,2be90adc,c3acbb0e,1193.44,2024-11-01 20:32:41,False
a1e3de18-c14,83e65a5f,be83ba5f,2010.59,2024-09-21 13:07:16,False
6a277b58-a0b,77945531,5e390c9b,3205.92,2024-06-14 10:34:04,False
46c16e48-24c,15bdc6e9,5b0ad002,3723.75,2024-04-10 13:01:48,False
b0baeffa-e7b,0610f73b,be5ef466,4244.52,2024-02-11 02:45:41,False
9d9a27f6-0f4,6bd465db,3443bbfa,2415.29,2024-11-14 23:19:54,False
ea709fab-659,6f761f68,83e65a5f,1096.7,2024-11-25 00:39:56,False
0724e848-184,1d640174,98e6a3ad,3902.15,2024-04-02 13:40:36,False
53a68541-e6f,b24f61e9,0dea2766,2224.72,2024-07-05 16:09:54,False
9b97d840-f08,61e98ca7,14bf700b,2145.51,2024-04-28 18:34:54,False
8c3be48c-733,351b03a1,cc21e1b8,134.54,2024-05-27 12:15:25,False
f4ae358d-8f3,88aa7306,744746c8,3944.38,2024-05-25 01:38:56,False
cb1a4cb0-647,119d377f,4006207b,3365.25,2024-03-14 10:25:09,False
95ac9217-112,7757cbfe,2a97b61a,2944.39,2024-04-30 04:31:20,False
f95d9915-f8f,c89dca16,5df5f553,2914.52,2024-03-27 17:38:02,False
22b13ed2-6ac,61e98ca7,7d4a065e,2133.5,2024-12-05 13:26:26,False
2f6750a5-a27,f3c20865,aa236c31,2745.49,2024-10-21 11:47:32,False
a936deb2-ff7,4b756f04,14bf700b,457.92,2024-09-12 05:55:59,False
984368d0-e49,d94cb75a,b6cca1b7,2384.13,2024-01-21 18:18:37,False
4ef4ee02-d8d,98dbcc07,d3efa876,3027.17,2024-06-15 07:14:41,False
8126b035-1a8,b310c511,8430de71,411.65,2024-03-18 21:02:10,False
e9339a41-176,61f1e8c5,252789e8,3179.35,2024-12-22 07:32:42,False
ea391481-4e6,5ee2df3b,411c956a,502.75,2024-02-21 18:39:31,False
19f149b3-8c1,1006bed0,41b34055,4920.9,2024-11-07 01:44:55,False
545ceec6-a68,f530678c,6d0ac7c5,1567.12,2024-05-08 04:11:54,False
0cc0769a-09f,e85b1ac5,6e76079c,1621.67,2024-07-16 16:03:04,False
422b3064-3f3,b8c35712,cba0bae5,1508.42,2024-11-24 10:47:00,False
46142afb-269,dfc70e3c,a4bde61f,2343.9,2024-04-12 19:45:44,True
53d21a57-ad1,7c01c3cc,b6cca1b7,1215.0,2024-04-30 15:44:46,False
339d2b8e-19b,389f86b3,53efa3df,1358.58,2024-09-10 00:30:34,False
c19c43ef-6e2,5abc0d83,e294dbd3,627.24,2024-03-08 06:36:21,False
bd1b8529-39b,d2690572,d7720619,2775.14,2024-06-16 21:02:14,False
4e62cfb0-bfc,7757cbfe,2e286662,2938.1,2024-03-04 11:05:34,False
363e0d33-1c8,dddb7b5a,dc962fde,2387.58,2024-08-10 00:16:06,False
e3bd5354-c01,ff034a38,0607bbd9,3872.64,2024-12-30 18:16:26,False
7c95ead5-562,01f93b52,30bca165,2360.31,2024-09-29 02:38:12,False
5c16ddaf-821,ddfd19d1,d7bc3d4b,2266.06,2024-12-11 20:16:04,False
0b882b74-d9b,86da1728,c63e4a7c,3872.59,2024-08-20 01:00:27,False
e4d3aec9-b66,734527e2,f718e9cf,1706.84,2024-03-13 16:30:55,False
8d546c01-a1d,a4bde61f,c792b678,4048.64,2024-08-21 19:22:00,True
24ffd61a-61b,c8187406,411c956a,4849.45,2024-03-16 23:09:10,False
3c7c2ff8-1f8,4ffe6159,c4b4a92d,3546.85,2024-08-01 16:09:01,False
4648af57-19f,bf1ac3a0,5f56db27,2391.1,2024-08-04 14:54:46,False
dd236c5a-3c5,382d866a,23a9bfde,3304.49,2024-02-29 22:03:01,False
d0428b5e-ed7,6d0ac7c5,8c4df970,4439.75,2024-11-23 17:02:35,False
6f13f993-ca8,62de5b5a,97c9122a,4820.62,2024-12-21 07:32:44,False
ff6fd929-769,09131d0f,b5e4b439,1830.76,2024-08-23 12:35:03,False
7c96c4ce-d82,b8c35712,4fd7676a,2954.77,2024-04-21 08:30:16,False
002f565f-2ed,287bacad,0cbd642b,297.1,2024-06-13 00:44:55,False
9149a375-0fb,1c267b1d,6554195b,1115.95,2024-04-15 06:12:58,False
10d02f80-e90,5117d630,fcd0f186,4916.96,2024-05-09 09:56:58,False
007d412c-e0c,ddd53de7,4006207b,2284.02,2024-04-19 22:09:13,False
ce475275-064,53bc39cb,3c1324d9,3888.09,2024-11-22 22:43:11,False
91e512ff-4f6,bf1ac3a0,be83ba5f,4500.24,2024-07-29 11:41:55,False
15f8f51b-9a5,d3efa876,377d096a,1106.44,2024-12-08 00:28:20,False
14290d38-e8e,53bc39cb,4006207b,1772.58,2024-01-19 02:54:30,False
7b3f42f9-e96,e813d41b,b393486c,762.49,2024-05-19 06:08:57,False
530a8de8-ee3,14bf700b,dfcaf32c,1456.93,2024-08-23 05:55:19,False
5629520c-b7f,cf747df8,7aca36ce,857.71,2024-02-10 01:49:07,False
e0ab0520-3db,c792b678,0d376863,2580.41,2024-06-18 05:43:09,False
e906d169-7c8,15bdc6e9,2504177c,1010.86,2024-04-17 01:23:10,False
c8db2a9f-3da,252789e8,25ef6052,3457.18,2024-09-27 02:42:05,False
c550731d-91f,030585ac,3c5a238c,4685.66,2024-03-05 18:11:10,False
d135ae79-644,8da73905,411b9baf,1059.79,2024-01-16 03:13:39,False
3081779f-bb3,923214e0,a35988c9,3193.19,2024-01-15 17:38:44,False
e95fa4a1-da8,6bd465db,55302b38,2359.06,2024-11-29 03:17:36,False
33c796b2-e6b,6d0ac7c5,2504177c,537.33,2024-08-04 04:00:43,False
b5d4c294-c1e,ea61113a,5117d630,2190.13,2024-06-11 15:54:45,False
8ea849d4-fc0,84ab7ca4,4e0679b1,52.96,2024-01-26 05:42:24,False
bfd25416-211,01f93b52,bfb1eaf7,4866.56,2024-06-26 17:42:30,False
540b7f4e-e29,17148140,fd583b2b,2923.0,2024-03-12 13:33:17,False
cf03172e-641,2ea7ba79,a1042011,3449.41,2024-12-05 22:53:49,False
69d63649-e53,fce6cba8,bbeca344,1341.09,2024-10-10 04:56:58,False
2f12732f-e05,41b34055,8fd38bd7,3608.01,2024-05-02 18:24:26,False
1aa9a92e-cd9,12e12d3c,a1042011,557.8,2024-12-09 16:49:18,False
20e983ad-3b1,4006207b,7d634f4f,3569.19,2024-12-25 18:07:10,False
e387184b-dac,510aa16c,d7bc3d4b,1104.03,2024-03-09 00:45:54,False
1c312460-6bb,fdb7737a,5abc0d83,410.41,2024-10-30 10:09:18,False
752b38d5-de7,9c3b1ce4,815f7992,3333.97,2024-04-09 10:31:15,False
228a932b-9b5,575ec3f7,7f09442d,4352.77,2024-12-05 05:17:17,False
6569f395-934,a8e7bda6,acce1e3d,3233.76,2024-10-17 12:39:59,False
acd0cba8-38c,5c758e6a,7c01c3cc,3072.76,2024-02-05 10:06:50,False
5d59ff0f-75f,030585ac,dddb7b5a,386.48,2024-02-29 22:33:37,False
a4f6b531-6fc,0b87db25,4cb4fb02,1145.26,2024-12-11 22:00:25,False
86ec6651-e1d,ae83d646,b5b970fc,4747.96,2024-12-15 15:18:08,False
927a631a-058,c8c6665d,9b57c3e8,2866.2,2024-09-29 23:29:13,False
8b7883c4-cfd,214fc354,8ed7aafa,3259.49,2024-01-18 20:55:43,False
176fa64b-314,8057174f,2690c8aa,4691.04,2024-08-27 20:54:14,False
97503e6c-275,afc8e22d,92cb4701,3064.36,2024-01-22 03:06:03,False
1e1c3852-f06,ae83d646,350f14f7,2600.08,2024-06-08 07:32:49,False
957ab6b4-4df,4006207b,76914ea6,392.17,2024-02-08 22:39:54,False
d1a19e26-a60,411c956a,237db82a,715.56,2024-02-04 22:53:08,False
3223d5f7-a38,690d653c,da0bf96e,3879.2,2024-12-19 12:17:06,False
66cc6437-7c9,01f93b52,c3ba2843,3641.45,2024-05-29 16:41:38,False
684e5d73-a31,2b0620a2,6554195b,3620.23,2024-09-03 20:03:24,False
4d356c0f-102,5097dbf4,10ed2abe,1832.32,2024-05-04 12:46:25,False
f230a147-ca3,f6f9dbaf,1c9f18d0,1972.99,2024-01-25 10:10:59,False
1badd89d-923,2e03c91c,1a9b6a9a,4481.02,2024-06-07 17:36:52,False
e1536aad-735,bb5de626,22217c2e,4087.35,2024-09-16 04:47:09,True
428170c9-83e,aa236c31,ef51dbf7,4800.12,2024-01-12 01:40:05,False
384b53ef-3c6,62de5b5a,88aa7306,452.03,2024-04-30 21:18:04,False
3c4990b3-668,a26929c1,b5b970fc,2396.15,2024-03-25 21:16:02,False
c5fd9ce9-7a6,565dc802,94a1e106,2640.15,2024-10-07 14:16:57,False
f6a2f019-2f1,1d71ec07,faac7328,3417.22,2024-06-01 02:00:57,False
dd3d034f-1e0,5c37c14b,6954852a,4737.02,2024-09-15 02:31:22,False
1c19dedb-474,98e6a3ad,6954852a,2072.06,2024-07-28 10:28:30,False
643c37ac-0ce,87dc7fd7,6d9c406a,4001.92,2024-09-04 02:21:08,False
fffb3b10-6af,0fb782c6,1c9f18d0,1558.84,2024-03-13 23:13:56,False
e3245638-921,c89dca16,63046ebb,3718.63,2024-05-11 16:30:16,False
338929b6-8e9,92cb4701,91ebf2e3,3384.59,2024-12-30 21:37:14,False
22d30b5b-285,ef36ea64,f6f9dbaf,38.71,2024-08-31 13:31:56,False
d014b1ba-273,1d71ec07,430737f1,3505.83,2024-04-28 21:22:28,False
5f7075a7-4f2,69854e7b,4fe0c3a2,3311.88,2024-01-10 09:32:57,False
e66445b7-e08,46cc0f50,588d59ee,4506.55,2024-09-22 02:30:30,False
4e7dbb79-e37,1fef5c6d,87dc7fd7,772.4,2024-02-21 09:05:52,False
076110fc-9bb,0c712c2a,77945531,2668.91,2024-01-27 05:23:46,False
e98f7706-335,98dbcc07,3443bbfa,1014.27,2024-09-12 20:08:38,False
a84b8cb6-856,bfceda13,b0e2ff4c,2129.11,2024-12-11 11:32:10,False
6a4272af-e15,f6717d43,b5e4b439,2447.55,2024-12-17 02:17:30,False
2c025bc3-ca1,328026c3,f5acd5f9,418.3,2024-03-09 13:01:27,False
59b19545-aa4,c9ee1976,aa2ec431,313.74,2024-07-06 07:40:36,False
7231e25d-eb4,19370320,c9ee1976,2514.44,2024-02-10 03:17:42,False
69b25b2e-beb,4619e5c7,84ab7ca4,1585.4,2024-03-10 01:12:22,False
c59f80b6-242,faac011b,2a47503d,3533.84,2024-01-27 01:40:43,False
e359a051-65f,bfb1eaf7,99f07218,2027.54,2024-01-07 19:36:44,False
c9a26ce6-e0f,202c3860,ab025169,3114.16,2024-11-17 04:40:41,False
43e0c043-11b,351b03a1,bfb1eaf7,862.43,2024-03-17 09:05:14,False
4b971132-0b0,565dc802,7751f0a1,2996.89,2024-03-06 19:05:25,False
b00cd551-852,5c67d438,f718e9cf,3437.61,2024-04-01 02:26:17,False
b6251b5a-0f2,faac011b,acce1e3d,1661.49,2024-12-17 02:11:18,False
93b3c02e-b94,4813f23d,849d13c7,4601.23,2024-01-05 14:57:05,False
c1a778ae-14e,efd92d33,358c2042,4143.21,2024-06-15 11:53:40,False
76e5fea5-196,e1509e17,b417da92,910.09,2024-08-23 11:40:55,False
ec3878dc-1cc,6c3a6a56,3f306509,2101.69,2024-12-19 07:57:34,False
88d014de-215,471e2a26,f95ce0ff,4615.94,2024-02-03 21:08:19,False
6226c52f-30e,fee21490,2b0620a2,4470.34,2024-04-29 04:45:55,False
01566f80-9da,ff034a38,0d376863,2034.73,2024-04-06 17:23:08,False
e2f619b6-fef,a6a2ba20,f6f9dbaf,2449.43,2024-10-14 18:30:16,False
22b3c4fc-4fb,9392063f,ab30eee2,2098.84,2024-06-26 09:55:54,False
daa425d3-8d6,17148140,f028a584,3377.84,2024-04-30 08:26:29,False
1ef9c5d8-3ca,ec7bb73f,47078462,1528.36,2024-01-23 13:20:37,False
e797ab71-cde,c9d620b4,c8c6665d,97.34,2024-04-05 11:30:04,False
b084b26d-0ae,12ae9ef5,254b8daf,1407.17,2024-01-22 23:39:45,False
159d1a12-a3d,ca567ae1,4c2a1750,1024.94,2024-05-29 09:22:49,False
f78fa5ae-962,25741254,fcd0f186,1068.09,2024-09-27 02:48:38,False
ee60614a-644,4c2a1750,5e13a6ca,951.5,2024-04-22 06:52:56,False
0cee5bce-da9,b5b970fc,744746c8,3819.3,2024-08-08 00:45:30,False
cd4f947b-4bd,4c2a6565,54a0dcf9,4796.67,2024-05-28 02:35:58,False
de4dd6b3-119,b303ab64,3ef4b450,3065.89,2024-08-21 15:32:13,False
06ad3aa0-952,86da1728,333242bc,4296.96,2024-04-25 02:20:57,False
a574fb71-485,f59f50e6,84ab7ca4,4048.09,2024-12-08 10:52:53,False
d30eb99a-f6b,c9287c70,ef29439b,3660.31,2024-09-05 17:23:46,False
456f26d3-b0f,d166408c,420d691e,123.07,2024-11-25 09:31:31,False
06cc91f2-758,38f2b430,7757cbfe,2867.87,2024-04-18 18:28:49,False
1c19859c-c8b,79395c5c,98dbcc07,3739.2,2024-09-02 19:00:33,False
af948f05-fa9,54f749d5,0cfe0290,2433.72,2024-11-17 22:41:11,False
f7be1488-9b4,6342b0bf,1b1a4673,2974.69,2024-07-26 16:57:14,False
d794c163-a8d,ef36ea64,cf747df8,810.13,2024-02-10 07:07:12,False
dd63db2a-070,ef51dbf7,4e0679b1,3985.62,2024-08-28 04:57:37,False
d58a5bfe-a74,51083c87,5c37c14b,3817.46,2024-04-21 06:50:59,False
a2953369-8b1,358c2042,00014d73,814.32,2024-06-05 00:24:46,False
